,Reg no.,Name,Incorp-orated,Dissolved,Type
1,2570742,"ExpatWise Hong Kong Limited",2017-08-27,2019-01-11,"Private, ltd by shares"
2,2570743,"S.Lo Limited",2017-08-27,,"Private, ltd by shares"
