,Reg no.,Name,Incorp-orated,Dissolved,Type
1,0226044,"COMISMAR (H.K.) LIMITED",1988-09-02,2006-02-17,"Private, ltd by shares"
2,0226045,"SPARANGO LIMITED",1988-09-02,,"Private, ltd by shares"
