,Reg no.,Name,Incorp-orated,Dissolved,Type
1,2754604,"100 FUN LIMITED",2018-10-13,,"Private, ltd by shares"
2,2754603,"R &amp; D Engineering (HK) Limited",2018-10-13,,"Private, ltd by shares"
3,2754602,"TSug Limited",2018-10-13,,"Private, ltd by shares"
