,Reg no.,Name,Incorp-orated,Dissolved,Type
1,2208713,"HomeTex Asia Limited",2015-03-07,2018-12-14,"Private, ltd by shares"
2,2208714,"SHIV BALAJI LIMITED",2015-03-07,,"Private, ltd by shares"
3,2208712,"SoftwareFair CQA Limited",2015-03-07,2018-12-14,"Private, ltd by shares"
