,Reg no.,Name,Incorp-orated,Dissolved,Type
1,2423582,"Hong Kong Global Fair Trade Co. Limited",2016-09-04,,"Private, ltd by shares"
2,2423581,"RAANAN CAPITAL VENTURES PRIVATE LIMITED",2016-09-04,2019-05-31,"Private, ltd by shares"
