,Reg no.,Name,Incorp-orated,Dissolved,Type
1,2297174,"GP24 Hong Kong Company Limited",2015-10-18,2019-06-21,"Private, ltd by shares"
2,2297175,"ONE GLOBAL GROUP LIMITED (HK)",2015-10-18,,"Private, ltd by shares"
