,Reg no.,Name,Incorp-orated,Dissolved,Type
1,2762026,"AI MASTER Limited",2018-11-04,,"Private, ltd by shares"
2,2762025,"Elan Holdings Limited (HK)",2018-11-04,,"Private, ltd by shares"
