,Reg no.,Name,Incorp-orated,Dissolved,Type
1,0000031,"BRETT AND COMPANY LIMITED",1892-08-20,1918-12-20,"Private, ltd by shares"
2,SO9000022,"CHAIRMAN OF THE COMMITTEE OF THE DIOCESAN SCHOOL AND ORPHANAGE (THE)",1892-05-28,,"Inc by ordinance"
