,Reg no.,Name,Incorp-orated,Dissolved,Type
1,0000027,"HONGKONG STOCK EXCHANGE (THE)",1891-03-13,1952-08-07,"Ltd by guarantee"
2,0000030,"HUMPHREYS ESTATE &amp; FINANCE COMPANY, LIMITED",1891-10-07,,"Public, ltd by shares"
3,0000028,"INSTITUTION OF ENGINEERS &amp; SHIPBUILDERS OF HONGKONG (THE)",1891-04-15,1948-10-01,"Ltd by guarantee"
4,0000029,"ORIENTAL HOTEL LIMITED (THE)",1891-08-28,1917-09-01,"Private, ltd by shares"
5,SO9000056,"SENIOR MISSIONARY IN HONG KONG OF THE LONDON MISSIONARY SOCIETY (THE)",1891-10-31,,"Inc by ordinance"
