,Reg no.,Name,Incorp-orated,Dissolved,Type
1,0000061,"ANGLO CHINESE EDUCATION TRUST CO. LTD",1904-05-17,1925-05-13,"Private, ltd by shares"
2,0000063,"CLIFFORD WILKINSON TANSAN MINERAL WATER CO. LIMITED (THE)",1904-10-08,,"Private, ltd by shares"
3,0000065,"HIRANO MINERAL WATER COMPANY LTD (THE)",1904-12-31,1926-11-19,"Private, ltd by shares"
4,0000060,"PHILIPPINE COMPANY LIMITED",1904-01-27,1921-03-03,"Private, ltd by shares"
5,0000064,"WISEMAN LIMITED (d1923-02-21)",1904-11-01,1923-02-21,"Private, ltd by shares"
6,0000062,"YOKOHAMA UNITED CLUB (THE)",1904-07-11,1960-07-27,"Ltd by guarantee"
