,Reg no.,Name,Incorp-orated,Dissolved,Type
1,SO9000010,"CHURCH BODY OF THE CHINESE ANGLICAN CHURCH IN HONG KONG (THE)",1902-07-04,1999-02-26,"Inc by ordinance"
2,0000052,"HONGKONG LAND RECLAMATION CO. LTD (THE)",1902-04-16,1924-11-18,"Private, ltd by shares"
3,0000053,"PEAK CLUB (THE)",1902-04-23,1951-10-24,"Ltd by guarantee"
4,0000054,"STEAM LAUNDRY COMPANY LTD. (THE)",1902-05-30,1923-05-27,"Private, ltd by shares"
